Species	Symbol	Ensembl	Family	Protein	Entrez ID
Canis_familiaris	IRF4	ENSCAFG00000009156	IRF	ENSCAFP00000013458;	-
Canis_familiaris	BNC2	ENSCAFG00000001562	zf-C2H2	ENSCAFP00000002264;ENSCAFP00000002262;	612979
Canis_familiaris	CUX2	ENSCAFG00000008575	CUT	ENSCAFP00000012593;	486267
Canis_familiaris	ZNF630	ENSCAFG00000031525	zf-C2H2	ENSCAFP00000042669;	491865
Canis_familiaris	ZNF444	ENSCAFG00000024225	zf-C2H2	ENSCAFP00000003610;	611205
Canis_familiaris	IRF2	ENSCAFG00000007761	IRF	ENSCAFP00000011507;	475633
Canis_familiaris	NFATC4	ENSCAFG00000012375	RHD	ENSCAFP00000039115;ENSCAFP00000018240;	480272
Canis_familiaris	PRDM5	ENSCAFG00000004179	zf-C2H2	ENSCAFP00000039839;ENSCAFP00000006212;	-
Canis_familiaris	FOXB1	ENSCAFG00000025176	Fork_head	ENSCAFP00000034829;	100685913
Canis_familiaris	POU6F2	ENSCAFG00000003571	Pou	ENSCAFP00000005309;	-
Canis_familiaris	RERE	ENSCAFG00000019688	zf-GATA	ENSCAFP00000029133;	479596
Canis_familiaris	ZNF322	ENSCAFG00000030701	zf-C2H2	ENSCAFP00000039468;	100856407
Canis_familiaris	ZNF740	ENSCAFG00000007070	zf-C2H2	ENSCAFP00000010501;	486509
Canis_familiaris	HIVEP1	ENSCAFG00000009791	zf-C2H2	ENSCAFP00000014382;	488221
Canis_familiaris	-	ENSCAFG00000031105	zf-C2H2	ENSCAFP00000042502;	102154789
Canis_familiaris	ZNF629	ENSCAFG00000029137	zf-C2H2	ENSCAFP00000039209;	489914
Canis_familiaris	SALL1	ENSCAFG00000009755	zf-C2H2	ENSCAFP00000014336;ENSCAFP00000039707;ENSCAFP00000041733;	487284
Canis_familiaris	ZIC5	ENSCAFG00000005834	zf-C2H2	ENSCAFP00000041560;ENSCAFP00000008732;	-
Canis_familiaris	NPAS4	ENSCAFG00000012711	bHLH	ENSCAFP00000018701;	483711
Canis_familiaris	TP73	ENSCAFG00000019489	P53	ENSCAFP00000028819;	489620
Canis_familiaris	-	ENSCAFG00000003500	Homeobox	ENSCAFP00000005208;	-
Canis_familiaris	ZBTB37	ENSCAFG00000014502	ZBTB	ENSCAFP00000021401;ENSCAFP00000021401;	490336
Canis_familiaris	MYRF	ENSCAFG00000016062	NDT80/PhoG	ENSCAFP00000036850;ENSCAFP00000036440;ENSCAFP00000023668;	483794
Canis_familiaris	HINFP	ENSCAFG00000012224	zf-C2H2	ENSCAFP00000018035;	610612
Canis_familiaris	NR0B1	ENSCAFG00000013658	Miscellaneous	ENSCAFP00000020117;	100855508
Canis_familiaris	-	ENSCAFG00000007407	TF_bZIP	ENSCAFP00000011002;	-
Canis_familiaris	-	ENSCAFG00000031764	zf-C2H2	ENSCAFP00000041632;	608944
Canis_familiaris	BACH2	ENSCAFG00000003116	TF_bZIP	ENSCAFP00000040094;ENSCAFP00000004641;ENSCAFP00000041229;	481923
Canis_familiaris	ASCL1	ENSCAFG00000007324	bHLH	ENSCAFP00000010864;	482628
Canis_familiaris	-	ENSCAFG00000017940	bHLH	ENSCAFP00000026487;	-
Canis_familiaris	-	ENSCAFG00000012303	LRRFIP	ENSCAFP00000018148;	477419
Canis_familiaris	PAX8	ENSCAFG00000007309	PAX	ENSCAFP00000010840;ENSCAFP00000010846;	403927
Canis_familiaris	TEAD1	ENSCAFG00000007976	TEA	ENSCAFP00000011890;ENSCAFP00000011893;	610713
Canis_familiaris	MEF2B	ENSCAFG00000014350	SRF	ENSCAFP00000021171;	609739
Canis_familiaris	-	ENSCAFG00000032308	zf-C2H2	ENSCAFP00000041087;	477391
Canis_familiaris	NFIX	ENSCAFG00000017009	CTF/NFI	ENSCAFP00000025073;ENSCAFP00000025067;	484920
Canis_familiaris	-	ENSCAFG00000031000	zf-C2H2	ENSCAFP00000038594;	100688159
Canis_familiaris	ZNF710	ENSCAFG00000012039	zf-C2H2	ENSCAFP00000017723;	488740
Canis_familiaris	NFATC2	ENSCAFG00000011625	RHD	ENSCAFP00000039453;ENSCAFP00000017095;	485930
Canis_familiaris	PKNOX1	ENSCAFG00000010518	Homeobox	ENSCAFP00000015472;	611059
Canis_familiaris	TBX3	ENSCAFG00000009216	T-box	ENSCAFP00000013573;ENSCAFP00000043057;	477494
Canis_familiaris	HOXB9	ENSCAFG00000016867	Homeobox	ENSCAFP00000024808;	608958
Canis_familiaris	LHX1	ENSCAFG00000017853	Homeobox	ENSCAFP00000026343;	100856649
Canis_familiaris	-	ENSCAFG00000003715	bHLH	ENSCAFP00000005532;	482978
Canis_familiaris	IKZF2	ENSCAFG00000014224	zf-C2H2	ENSCAFP00000020999;	488510
Canis_familiaris	ARID1A	ENSCAFG00000012314	ARID	ENSCAFP00000018208;ENSCAFP00000036518;	487352
Canis_familiaris	SIX6	ENSCAFG00000015619	Homeobox	ENSCAFP00000022960;	-
Canis_familiaris	-	ENSCAFG00000030024	zf-C2H2	ENSCAFP00000038334;	484365
Canis_familiaris	ZIC2	ENSCAFG00000005835	zf-C2H2	ENSCAFP00000008735;	-
Canis_familiaris	-	ENSCAFG00000023930	HMG	ENSCAFP00000032500;	-
Canis_familiaris	PRDM12	ENSCAFG00000023076	zf-C2H2	ENSCAFP00000030461;	-
Canis_familiaris	ZNF260	ENSCAFG00000029492	zf-C2H2	ENSCAFP00000042788;	106559144
Canis_familiaris	PHOX2A	ENSCAFG00000005726	Homeobox	ENSCAFP00000008561;	485208
Canis_familiaris	ST18	ENSCAFG00000006762	zf-C2HC	ENSCAFP00000010096;	486947
Canis_familiaris	ZKSCAN8	ENSCAFG00000011536	zf-C2H2	ENSCAFP00000017045;	100687919
Canis_familiaris	REL	ENSCAFG00000002981	RHD	ENSCAFP00000004425;	474606
Canis_familiaris	RFX1	ENSCAFG00000016511	RFX	ENSCAFP00000024289;ENSCAFP00000027632;	484908
Canis_familiaris	PRDM14	ENSCAFG00000007696	zf-C2H2	ENSCAFP00000036507;ENSCAFP00000011413;	100855816
Canis_familiaris	ZBTB5	ENSCAFG00000029817	ZBTB	ENSCAFP00000043140;ENSCAFP00000043140;	481612
Canis_familiaris	PAX5	ENSCAFG00000002357	PAX	ENSCAFP00000039464;ENSCAFP00000003415;	612021
Canis_familiaris	E2F3	ENSCAFG00000031036	E2F	ENSCAFP00000041377;	488239
Canis_familiaris	IRF8	ENSCAFG00000019919	IRF	ENSCAFP00000029504;	489673
Canis_familiaris	VEZF1	ENSCAFG00000017426	zf-C2H2	ENSCAFP00000025684;ENSCAFP00000041955;	100855766
Canis_familiaris	HMBOX1	ENSCAFG00000008237	Homeobox	ENSCAFP00000012104;ENSCAFP00000012101;ENSCAFP00000037634;	486089
Canis_familiaris	-	ENSCAFG00000017450	Homeobox	ENSCAFP00000025715;	492001
Canis_familiaris	PROP1	ENSCAFG00000000268	Homeobox	ENSCAFP00000000382;	474647
Canis_familiaris	ZNF532	ENSCAFG00000000103	zf-C2H2	ENSCAFP00000000142;	476187
Canis_familiaris	NHLH2	ENSCAFG00000009767	bHLH	ENSCAFP00000014351;	483135
Canis_familiaris	CLOCK	ENSCAFG00000002140	bHLH	ENSCAFP00000003157;	475145
Canis_familiaris	-	ENSCAFG00000018454	Homeobox	ENSCAFP00000027252;	-
Canis_familiaris	E2F7	ENSCAFG00000005718	E2F	ENSCAFP00000008550;	482575
Canis_familiaris	-	ENSCAFG00000032636	zf-C2H2	ENSCAFP00000039110;	100686819
Canis_familiaris	-	ENSCAFG00000011847	Homeobox	ENSCAFP00000038364;	-
Canis_familiaris	-	ENSCAFG00000032037	zf-C2H2	ENSCAFP00000039518;	-
Canis_familiaris	-	ENSCAFG00000007675	zf-C2H2	ENSCAFP00000011403;	475962
Canis_familiaris	THAP11	ENSCAFG00000020344	THAP	ENSCAFP00000030173;	489752
Canis_familiaris	SPDEF	ENSCAFG00000001227	ETS	ENSCAFP00000042935;ENSCAFP00000001756;	481751
Canis_familiaris	ZBTB41	ENSCAFG00000011381	ZBTB	ENSCAFP00000016751;ENSCAFP00000016751;	612864
Canis_familiaris	CTCF	ENSCAFG00000020355	zf-C2H2	ENSCAFP00000030188;	479684
Canis_familiaris	-	ENSCAFG00000003859	Homeobox	ENSCAFP00000036017;	487079
Canis_familiaris	TBX19	ENSCAFG00000015268	T-box	ENSCAFP00000022513;ENSCAFP00000022507;	449029
Canis_familiaris	GCM1	ENSCAFG00000002273	GCM	ENSCAFP00000003304;	481844
Canis_familiaris	-	ENSCAFG00000024028	zf-C2H2	ENSCAFP00000032690;	-
Canis_familiaris	ZNF131	ENSCAFG00000018578	ZBTB	ENSCAFP00000039635;ENSCAFP00000039635;ENSCAFP00000027417;ENSCAFP00000027417;	479345
Canis_familiaris	-	ENSCAFG00000000121	STAT	ENSCAFP00000000180;	481111
Canis_familiaris	ZNF777	ENSCAFG00000025145	zf-C2H2	ENSCAFP00000006591;	482786
Canis_familiaris	CSDE1	ENSCAFG00000009618	CSD	ENSCAFP00000014163;	475807
Canis_familiaris	ID3	ENSCAFG00000013269	bHLH	ENSCAFP00000019544;	-
Canis_familiaris	ZNF622	ENSCAFG00000023607	zf-C2H2	ENSCAFP00000028183;	479383
Canis_familiaris	DBX2	ENSCAFG00000009372	Homeobox	ENSCAFP00000013803;	486598
Canis_familiaris	ZMAT3	ENSCAFG00000011081	zf-C2H2	ENSCAFP00000016324;	100855542
Canis_familiaris	NEUROG3	ENSCAFG00000023597	bHLH	ENSCAFP00000031746;	489022
Canis_familiaris	ZNF7	ENSCAFG00000030492	zf-C2H2	ENSCAFP00000042368;	475129
Canis_familiaris	IRX4	ENSCAFG00000010441	Homeobox	ENSCAFP00000015338;	-
Canis_familiaris	GATAD2A	ENSCAFG00000014267	zf-GATA	ENSCAFP00000021062;	484806
Canis_familiaris	ZNF275	ENSCAFG00000019184	zf-C2H2	ENSCAFP00000028293;	492233
Canis_familiaris	CREB3L4	ENSCAFG00000017395	TF_bZIP	ENSCAFP00000025626;ENSCAFP00000043078;	612303
Canis_familiaris	LHX2	ENSCAFG00000020226	Homeobox	ENSCAFP00000029999;	491340
Canis_familiaris	NR6A1	ENSCAFG00000020216	GCNF-like	ENSCAFP00000029989;	609642
Canis_familiaris	HKR1	ENSCAFG00000031993	zf-C2H2	ENSCAFP00000039709;	484542
Canis_familiaris	-	ENSCAFG00000024517	DM	ENSCAFP00000025313;ENSCAFP00000033473;	100688890
Canis_familiaris	TADA2A	ENSCAFG00000018140	MYB	ENSCAFP00000026800;	480596
Canis_familiaris	HLF	ENSCAFG00000030851	TF_bZIP	ENSCAFP00000039190;	609564
Canis_familiaris	ZNF385A	ENSCAFG00000029158	zf-C2H2	ENSCAFP00000039897;ENSCAFP00000038093;	477591
Canis_familiaris	PRDM16	ENSCAFG00000019473	zf-C2H2	ENSCAFP00000028796;ENSCAFP00000039059;	479582
Canis_familiaris	-	ENSCAFG00000030027	zf-C2H2	ENSCAFP00000042755;	491432
Canis_familiaris	ZNF19	ENSCAFG00000029432	zf-C2H2	ENSCAFP00000038023;	-
Canis_familiaris	BARHL2	ENSCAFG00000020194	Homeobox	ENSCAFP00000029951;	611092
Canis_familiaris	ZNF555	ENSCAFG00000031385	zf-C2H2	ENSCAFP00000041471;	-
Canis_familiaris	ZFP14	ENSCAFG00000029949	zf-C2H2	ENSCAFP00000042561;	-
Canis_familiaris	ZNF22	ENSCAFG00000028867	zf-C2H2	ENSCAFP00000042887;	-
Canis_familiaris	ZNF366	ENSCAFG00000007986	zf-C2H2	ENSCAFP00000011808;	487242
Canis_familiaris	L3MBTL4	ENSCAFG00000018588	zf-C2HC	ENSCAFP00000027430;	490541
Canis_familiaris	GLIS1	ENSCAFG00000019088	zf-C2H2	ENSCAFP00000028167;	489582
Canis_familiaris	ZEB2	ENSCAFG00000005497	zf-C2H2	ENSCAFP00000008225;ENSCAFP00000008225;	483909
Canis_familiaris	EBF3	ENSCAFG00000013267	COE	ENSCAFP00000019548;	611743
Canis_familiaris	HOXA2	ENSCAFG00000002942	Homeobox	ENSCAFP00000004363;	609592
Canis_familiaris	-	ENSCAFG00000030625	Homeobox	ENSCAFP00000042166;ENSCAFP00000043087;	102154334
Canis_familiaris	ZNF235	ENSCAFG00000031857	zf-C2H2	ENSCAFP00000039228;	-
Canis_familiaris	ZNF574	ENSCAFG00000004926	zf-C2H2	ENSCAFP00000032795;	-
Canis_familiaris	ATF2	ENSCAFG00000013332	TF_bZIP	ENSCAFP00000019690;	478806
Canis_familiaris	ZNF580	ENSCAFG00000028709	zf-C2H2	ENSCAFP00000039074;	100688358
Canis_familiaris	MEF2A	ENSCAFG00000010775	SRF	ENSCAFP00000015885;	479021
Canis_familiaris	TCF7L2	ENSCAFG00000011005	HMG	ENSCAFP00000039879;ENSCAFP00000016216;ENSCAFP00000016212;ENSCAFP00000016209;	486894
Canis_familiaris	RFX7	ENSCAFG00000016029	RFX	ENSCAFP00000023611;	100855421
Canis_familiaris	TGIF1	ENSCAFG00000018511	Homeobox	ENSCAFP00000027325;	-
Canis_familiaris	AFF4	ENSCAFG00000000930	AF-4	ENSCAFP00000001330;ENSCAFP00000001326;	474678
Canis_familiaris	ZNF782	ENSCAFG00000030584	zf-C2H2	ENSCAFP00000036863;	100687500
Canis_familiaris	ZNF319	ENSCAFG00000008559	zf-C2H2	ENSCAFP00000012563;	487258
Canis_familiaris	ZBTB34	ENSCAFG00000020165	ZBTB	ENSCAFP00000029906;ENSCAFP00000029906;ENSCAFP00000037717;	-
Canis_familiaris	TSC22D1	ENSCAFG00000004584	TSC22	ENSCAFP00000039797;ENSCAFP00000006854;	476927
Canis_familiaris	ASCL3	ENSCAFG00000024403	bHLH	ENSCAFP00000033251;	100686513
Canis_familiaris	HOXD3	ENSCAFG00000013464	Homeobox	ENSCAFP00000019824;	488417
Canis_familiaris	-	ENSCAFG00000032172	zf-C2H2	ENSCAFP00000042784;	100686546
Canis_familiaris	ZNF34	ENSCAFG00000031585	zf-C2H2	ENSCAFP00000041159;	102154331
Canis_familiaris	ZBTB1	ENSCAFG00000016030	ZBTB	ENSCAFP00000042711;ENSCAFP00000042711;ENSCAFP00000023612;	490731
Canis_familiaris	ZNF691	ENSCAFG00000002505	zf-C2H2	ENSCAFP00000003653;	482438
Canis_familiaris	FOXL1	ENSCAFG00000019915	Fork_head	ENSCAFP00000029496;	609291
Canis_familiaris	HMX3	ENSCAFG00000012698	Homeobox	ENSCAFP00000018666;ENSCAFP00000036197;ENSCAFP00000039650;	-
Canis_familiaris	E2F2	ENSCAFG00000013273	E2F	ENSCAFP00000019556;ENSCAFP00000035980;	100855664
Canis_familiaris	ARID3C	ENSCAFG00000024873	ARID	ENSCAFP00000026469;	611843
Canis_familiaris	SOX1	ENSCAFG00000006137	HMG	ENSCAFP00000009215;	-
Canis_familiaris	SOX6	ENSCAFG00000008607	HMG	ENSCAFP00000012704;	476871
Canis_familiaris	ZNF175	ENSCAFG00000029814	zf-C2H2	ENSCAFP00000037232;	100686614
Canis_familiaris	HOXD12	ENSCAFG00000013429	Homeobox	ENSCAFP00000031334;	488413
Canis_familiaris	ZSCAN20	ENSCAFG00000010289	zf-C2H2	ENSCAFP00000015143;	487295
Canis_familiaris	NPAS2	ENSCAFG00000002223	bHLH	ENSCAFP00000040536;ENSCAFP00000003233;	474552
Canis_familiaris	-	ENSCAFG00000002800	zf-C2H2	ENSCAFP00000038410;	106558983
Canis_familiaris	CDX1	ENSCAFG00000018210	Homeobox	ENSCAFP00000026906;	612256
Canis_familiaris	ZBTB24	ENSCAFG00000003828	ZBTB	ENSCAFP00000005701;ENSCAFP00000005701;ENSCAFP00000040264;	475021
Canis_familiaris	CDC5L	ENSCAFG00000001996	MYB	ENSCAFP00000002938;	474921
Canis_familiaris	ASCL4	ENSCAFG00000029147	bHLH	ENSCAFP00000036165;	610742
Canis_familiaris	ZNF358	ENSCAFG00000018229	zf-C2H2	ENSCAFP00000038883;ENSCAFP00000026934;	-
Canis_familiaris	-	ENSCAFG00000032253	zf-C2H2	ENSCAFP00000039574;	-
Canis_familiaris	CDX2	ENSCAFG00000006742	Homeobox	ENSCAFP00000010063;	486028
Canis_familiaris	ATF6B	ENSCAFG00000000761	TF_bZIP	ENSCAFP00000001088;	-
Canis_familiaris	FOXA2	ENSCAFG00000005168	Fork_head	ENSCAFP00000007716;	485742
Canis_familiaris	FOXN3	ENSCAFG00000011068	Fork_head	ENSCAFP00000039458;	-
Canis_familiaris	PITX3	ENSCAFG00000031758	Homeobox	ENSCAFP00000042514;	486856
Canis_familiaris	NKX6-1	ENSCAFG00000009157	Homeobox	ENSCAFP00000013462;	-
Canis_familiaris	ZNF566	ENSCAFG00000032199	zf-C2H2	ENSCAFP00000036868;	106559132
Canis_familiaris	ZNF300	ENSCAFG00000001784	zf-C2H2	ENSCAFP00000026695;	100684596
Canis_familiaris	USF3	ENSCAFG00000010692	bHLH	ENSCAFP00000015725;	100855550
Canis_familiaris	SIX5	ENSCAFG00000004394	Homeobox	ENSCAFP00000006542;	-
Canis_familiaris	PAX7	ENSCAFG00000015539	PAX	ENSCAFP00000022903;	-
Canis_familiaris	ZNF483	ENSCAFG00000002996	zf-C2H2	ENSCAFP00000004450;	481664
Canis_familiaris	TBX15	ENSCAFG00000009976	T-box	ENSCAFP00000014683;	483144
Canis_familiaris	-	ENSCAFG00000029649	zf-C2H2	ENSCAFP00000039706;	-
Canis_familiaris	HOXB7	ENSCAFG00000016855	Homeobox	ENSCAFP00000024794;	608962
Canis_familiaris	ZIC3	ENSCAFG00000018979	zf-C2H2	ENSCAFP00000042315;ENSCAFP00000028008;	492171
Canis_familiaris	TBR1	ENSCAFG00000009984	T-box	ENSCAFP00000014694;	488370
Canis_familiaris	MIS18BP1	ENSCAFG00000014085	MYB	ENSCAFP00000036559;ENSCAFP00000020768;ENSCAFP00000020774;	100682620
Canis_familiaris	MEF2C	ENSCAFG00000008302	SRF	ENSCAFP00000036549;ENSCAFP00000012216;ENSCAFP00000012227;	479155
Canis_familiaris	TLX2	ENSCAFG00000008445	Homeobox	ENSCAFP00000012413;ENSCAFP00000041883;	483102
Canis_familiaris	-	ENSCAFG00000024289	zf-C2H2	ENSCAFP00000039053;ENSCAFP00000010708;	611144
Canis_familiaris	-	ENSCAFG00000032171	zf-C2H2	ENSCAFP00000043014;	-
Canis_familiaris	ZNF277	ENSCAFG00000003317	zf-C2H2	ENSCAFP00000004916;	475289
Canis_familiaris	ZNF454	ENSCAFG00000031168	zf-C2H2	ENSCAFP00000036135;	111089961
Canis_familiaris	LHX9	ENSCAFG00000011339	Homeobox	ENSCAFP00000016688;ENSCAFP00000016687;	490257
Canis_familiaris	FOXD3	ENSCAFG00000023383	Fork_head	ENSCAFP00000020261;ENSCAFP00000042434;	-
Canis_familiaris	E2F4	ENSCAFG00000020375	E2F	ENSCAFP00000030221;ENSCAFP00000037675;	611243
Canis_familiaris	ZNF572	ENSCAFG00000030125	zf-C2H2	ENSCAFP00000037069;	482038
Canis_familiaris	HSF4	ENSCAFG00000020379	HSF	ENSCAFP00000002269;ENSCAFP00000030227;	489766
Canis_familiaris	ZNF385B	ENSCAFG00000014146	zf-C2H2	ENSCAFP00000042157;ENSCAFP00000020859;	488426
Canis_familiaris	ZNF865	ENSCAFG00000002564	zf-C2H2	ENSCAFP00000003730;	106557515
Canis_familiaris	VSX1	ENSCAFG00000004368	Homeobox	ENSCAFP00000006497;	608128
Canis_familiaris	PROX1	ENSCAFG00000012445	HPD	ENSCAFP00000018326;	490291
Canis_familiaris	OTX1	ENSCAFG00000029600	TF_Otx	ENSCAFP00000039649;	610347
Canis_familiaris	ZNF512B	ENSCAFG00000013120	zf-C2H2	ENSCAFP00000040636;ENSCAFP00000019341;	485983
Canis_familiaris	TFEC	ENSCAFG00000003397	bHLH	ENSCAFP00000005050;	100856330
Canis_familiaris	-	ENSCAFG00000024861	RXR-like	ENSCAFP00000022814;	-
Canis_familiaris	MXI1	ENSCAFG00000010706	bHLH	ENSCAFP00000015765;	609946
Canis_familiaris	HMGB1	ENSCAFG00000006597	HMG	ENSCAFP00000009862;ENSCAFP00000041181;	403170
Canis_familiaris	IRX3	ENSCAFG00000032579	Homeobox	ENSCAFP00000040826;	487277
Canis_familiaris	FOXN1	ENSCAFG00000018709	Fork_head	ENSCAFP00000027604;	491168
Canis_familiaris	ZSCAN21	ENSCAFG00000028916	zf-C2H2	ENSCAFP00000036546;	489848
Canis_familiaris	E2F8	ENSCAFG00000009431	E2F	ENSCAFP00000013888;	476885
Canis_familiaris	PRDM1	ENSCAFG00000003694	zf-C2H2	ENSCAFP00000005506;	481947
Canis_familiaris	THAP8	ENSCAFG00000006649	THAP	ENSCAFP00000009936;	100688093
Canis_familiaris	ZNF331	ENSCAFG00000002745	zf-C2H2	ENSCAFP00000004035;ENSCAFP00000040347;	414288
Canis_familiaris	ZNF696	ENSCAFG00000031646	zf-C2H2	ENSCAFP00000040862;ENSCAFP00000039445;	100684211
Canis_familiaris	-	ENSCAFG00000017707	STAT	ENSCAFP00000041631;	-
Canis_familiaris	ETS2	ENSCAFG00000009978	ETS	ENSCAFP00000014692;	487761
Canis_familiaris	MXD1	ENSCAFG00000032746	bHLH	ENSCAFP00000040350;	612631
Canis_familiaris	MYCL	ENSCAFG00000003022	bHLH	ENSCAFP00000004505;ENSCAFP00000035987;	482461
Canis_familiaris	FOXB2	ENSCAFG00000001637	Fork_head	ENSCAFP00000002391;	-
Canis_familiaris	ZNF790	ENSCAFG00000031909	zf-C2H2	ENSCAFP00000039819;	484548
Canis_familiaris	RLF	ENSCAFG00000003003	zf-C2H2	ENSCAFP00000004467;	475315
Canis_familiaris	-	ENSCAFG00000028601	zf-C2H2	ENSCAFP00000035958;	-
Canis_familiaris	HNF1A	ENSCAFG00000010502	Homeobox	ENSCAFP00000015433;	486303
Canis_familiaris	MYB	ENSCAFG00000000230	MYB	ENSCAFP00000000330;	483995
Canis_familiaris	SOX5	ENSCAFG00000011571	HMG	ENSCAFP00000017109;	486635
Canis_familiaris	-	ENSCAFG00000003594	IRF	ENSCAFP00000005354;	-
Canis_familiaris	ZNF45	ENSCAFG00000029944	zf-C2H2	ENSCAFP00000039049;	-
Canis_familiaris	ZNF571	ENSCAFG00000031804	zf-C2H2	ENSCAFP00000037322;	-
Canis_familiaris	ESRRA	ENSCAFG00000014455	ESR-like	ENSCAFP00000021334;	-
Canis_familiaris	ZNF461	ENSCAFG00000031495	zf-C2H2	ENSCAFP00000035898;	100687631
Canis_familiaris	ZNF16	ENSCAFG00000001685	zf-C2H2	ENSCAFP00000002450;	100686789
Canis_familiaris	SNAI1	ENSCAFG00000011499	zf-C2H2	ENSCAFP00000016886;	485924
Canis_familiaris	ZFP57	ENSCAFG00000023815	zf-C2H2	ENSCAFP00000017855;	-
Canis_familiaris	THRB	ENSCAFG00000005741	THR-like	ENSCAFP00000034379;	403599
Canis_familiaris	BARX1	ENSCAFG00000002234	Homeobox	ENSCAFP00000003249;	610486
Canis_familiaris	ZNF518B	ENSCAFG00000015463	zf-C2H2	ENSCAFP00000022764;	479092
Canis_familiaris	RAX	ENSCAFG00000000098	Homeobox	ENSCAFP00000000135;	-
Canis_familiaris	-	ENSCAFG00000011954	TF_bZIP	ENSCAFP00000017593;	477532
Canis_familiaris	SMARCC2	ENSCAFG00000000109	MYB	ENSCAFP00000000152;	481107
Canis_familiaris	ZNF550	ENSCAFG00000002421	zf-C2H2	ENSCAFP00000003515;	102155260
Canis_familiaris	HES2	ENSCAFG00000019577	bHLH	ENSCAFP00000028954;	-
Canis_familiaris	TOX3	ENSCAFG00000009722	HMG	ENSCAFP00000014278;	487281
Canis_familiaris	ZNF835	ENSCAFG00000030761	zf-C2H2	ENSCAFP00000039025;	102156834
Canis_familiaris	FOXP2	ENSCAFG00000003387	Fork_head	ENSCAFP00000005041;	482413
Canis_familiaris	TP53	ENSCAFG00000016714	P53	ENSCAFP00000024579;	403869
Canis_familiaris	WDHD1	ENSCAFG00000014989	HMG	ENSCAFP00000022083;	490701
Canis_familiaris	NFATC3	ENSCAFG00000020324	RHD	ENSCAFP00000039098;ENSCAFP00000030140;	479678
Canis_familiaris	NFX1	ENSCAFG00000001848	zf-NF-X1	ENSCAFP00000002702;	481581
Canis_familiaris	ETV6	ENSCAFG00000013371	ETS	ENSCAFP00000019713;	486685
Canis_familiaris	NKX1-1	ENSCAFG00000031073	Homeobox	ENSCAFP00000039953;	100856537
Canis_familiaris	HOXC10	ENSCAFG00000006636	Homeobox	ENSCAFP00000009915;	486500
Canis_familiaris	HMGXB3	ENSCAFG00000018231	HMG	ENSCAFP00000026936;ENSCAFP00000026938;	479330
Canis_familiaris	HDX	ENSCAFG00000017380	Homeobox	ENSCAFP00000043068;ENSCAFP00000025607;	491990
Canis_familiaris	L3MBTL1	ENSCAFG00000009291	zf-C2HC	ENSCAFP00000037053;ENSCAFP00000013658;	477231
Canis_familiaris	OVOL1	ENSCAFG00000013285	zf-C2H2	ENSCAFP00000019570;	483727
Canis_familiaris	ARNT2	ENSCAFG00000013922	bHLH	ENSCAFP00000020531;	608366
Canis_familiaris	-	ENSCAFG00000031048	zf-C2H2	ENSCAFP00000038013;	100686099
Canis_familiaris	HOXB3	ENSCAFG00000028513	Homeobox	ENSCAFP00000040719;ENSCAFP00000037349;	-
Canis_familiaris	ZNF618	ENSCAFG00000003282	zf-C2H2	ENSCAFP00000004875;ENSCAFP00000004883;	474809
Canis_familiaris	MYC	ENSCAFG00000001086	bHLH	ENSCAFP00000001523;	-
Canis_familiaris	JUN	ENSCAFG00000018897	TF_bZIP	ENSCAFP00000027875;	609429
Canis_familiaris	ZSCAN16	ENSCAFG00000032617	zf-C2H2	ENSCAFP00000036130;	111094053
Canis_familiaris	ZNF501	ENSCAFG00000029650	zf-C2H2	ENSCAFP00000040210;	-
Canis_familiaris	HOXC13	ENSCAFG00000006648	Homeobox	ENSCAFP00000009935;	486503
Canis_familiaris	HEY1	ENSCAFG00000008391	bHLH	ENSCAFP00000012336;	403420
Canis_familiaris	HOXC6	ENSCAFG00000006622	Homeobox	ENSCAFP00000009890;	486499
Canis_familiaris	ZFP64	ENSCAFG00000011788	zf-C2H2	ENSCAFP00000017358;	485932
Canis_familiaris	SRF	ENSCAFG00000001829	SRF	ENSCAFP00000002675;	612861
Canis_familiaris	UBP1	ENSCAFG00000004598	CP2	ENSCAFP00000006873;	485572
Canis_familiaris	-	ENSCAFG00000030310	zf-C2H2	ENSCAFP00000036041;	-
Canis_familiaris	ZNF597	ENSCAFG00000032690	zf-C2H2	ENSCAFP00000038304;	100683002
Canis_familiaris	ZNF70	ENSCAFG00000029579	zf-C2H2	ENSCAFP00000040431;	486410
Canis_familiaris	PEG3	ENSCAFG00000029153	zf-C2H2	ENSCAFP00000039181;	476371
Canis_familiaris	ZGLP1	ENSCAFG00000031603	zf-GATA	ENSCAFP00000042702;	100684009
Canis_familiaris	ZNF445	ENSCAFG00000014487	zf-C2H2	ENSCAFP00000043028;	477008
Canis_familiaris	ZNF236	ENSCAFG00000000017	zf-C2H2	ENSCAFP00000000026;	483929
Canis_familiaris	NFKB2	ENSCAFG00000010155	RHD	ENSCAFP00000014918;ENSCAFP00000042894;	486858
Canis_familiaris	-	ENSCAFG00000013408	zf-C2H2	ENSCAFP00000019757;	100856749
Canis_familiaris	-	ENSCAFG00000006726	TF_bZIP	ENSCAFP00000010024;	607149
Canis_familiaris	IKZF3	ENSCAFG00000016310	zf-C2H2	ENSCAFP00000024021;	491020
Canis_familiaris	FOXF2	ENSCAFG00000009195	Fork_head	ENSCAFP00000013516;	-
Canis_familiaris	TFEB	ENSCAFG00000001599	bHLH	ENSCAFP00000002327;	609046
